LocationDesc,AgeGroup,Arthritis among older adults,"Disability status, including sensory or mobility limitations",Fair or poor health among older adults with arthritis,Fall with injury within last year,Oral health:  tooth retention,Physically unhealthy days (mean number of days),Prevalence of sufficient sleep,Recent activity limitations in past month,Self-rated health (fair to poor health),Self-rated health (good to excellent health),Severe joint pain among older adults with arthritis,Taking medication for high blood pressure,Frequent mental distress,Lifetime diagnosis of depression,Binge drinking within past 30 days,Current smoking,Cholesterol checked in past 5 years,Colorectal cancer screening,Diabetes screening within past 3 years,Ever had pneumococcal vaccine,High blood pressure ever,Influenza vaccine within past year,Mammogram within past 2 years,Pap test within past 3 years,Up-to-date with recommended vaccines and screenings - Men,Up-to-date with recommended vaccines and screenings - Women,Eating 2 or more fruits daily,Eating 3 or more vegetables daily,No leisure-time physical activity within past month,Obesity,Duration of caregiving among older adults,Expect to provide care for someone in the next two years,Intensity of caregiving among older adults,Provide care for a friend or family member in past month,Provide care for someone with cognitive impairment within the past month,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Subjective cognitive decline or memory loss among older adults,Talked with health care professional about subjective cognitive decline or memory loss
Georgia,2.0,40.625,39.08125,37.765,10.3125,67.19,5.550000000000001,63.9,6.86875,28.60810810810811,71.39189189189189,35.78,89.95294117647059,11.16451612903226,17.1,8.003225806451614,15.10909090909091,93.79411764705883,64.75,68.46551724137932,56.45294117647059,55.15882352941177,44.871428571428574,75.54166666666667,71.93636363636364,29.536363636363635,27.763636363636362,30.576470588235292,15.066666666666666,34.84594594594594,37.388888888888886,69.11904761904762,17.020833333333332,32.60476190476191,19.95,22.965,43.269999999999996,38.585,12.604545454545455,46.015
Guam,0.0,28.305555555555557,34.7,40.64375,5.983333333333333,81.64999999999999,4.696000000000001,54.457142857142856,7.195833333333333,25.683333333333334,75.81481481481481,37.78333333333333,81.06666666666666,12.757142857142856,9.792,18.081818181818182,27.58,88.28461538461539,44.607692307692304,61.54230769230769,25.616666666666664,47.70769230769231,32.44074074074074,71.94285714285715,69.02857142857144,17.885714285714286,11.0,33.4,19.358333333333334,32.208,32.27777777777778,71.1,22.75,26.125,27.5,6.766666666666667,42.34,33.21666666666667,6.985714285714285,38.36666666666667
Guam,1.0,37.49411764705882,51.059090909090905,38.660000000000004,7.4,61.8,5.409090909090909,45.29230769230769,7.105882352941176,31.7,69.41538461538461,26.27142857142857,88.66363636363636,8.742857142857142,10.85,10.26,13.858333333333334,90.26153846153846,51.86666666666667,56.916000000000004,40.98076923076923,61.184615384615384,46.9076923076923,66.84285714285714,37.17142857142857,18.966666666666665,20.45,38.03846153846154,23.380000000000003,39.43913043478261,24.13478260869565,67.65,13.125,23.325,20.825,8.4,33.625,24.27058823529412,9.145,32.77222222222222
Guam,2.0,33.49130434782609,38.38275862068965,39.39375,6.2,76.25555555555555,5.013333333333334,54.28333333333333,6.944,27.513793103448275,74.75,33.541666666666664,84.11538461538461,10.991666666666667,10.92,14.952,23.25862068965517,88.55000000000001,50.088235294117645,63.13529411764706,33.42857142857143,50.16111111111111,36.708333333333336,70.32857142857144,59.771428571428565,19.5375,13.614285714285714,34.71176470588235,21.453333333333333,33.365625,31.58,69.775,18.225,25.075,24.425,7.3,36.38,26.130000000000003,8.104166666666666,33.22
Hawaii,0.0,27.383333333333336,24.0,26.54090909090909,8.3875,89.52222222222223,4.169444444444444,56.78888888888889,5.747222222222223,17.211111111111112,82.78888888888889,25.1125,80.26111111111112,10.316666666666666,14.983333333333333,15.180555555555555,12.600000000000001,92.08888888888889,70.69999999999999,64.21,35.69090909090909,39.94444444444444,40.57222222222222,81.76923076923077,81.73333333333333,29.161538461538463,24.133333333333336,31.105555555555554,19.822222222222223,21.825000000000003,27.375,68.625,22.36,26.975,24.616666666666664,9.975,43.24166666666667,29.439999999999998,10.066666666666666,45.625
Hawaii,1.0,42.00833333333333,37.64,25.271428571428572,8.3,78.01666666666667,4.411111111111111,62.26111111111111,5.235294117647059,20.85,79.15,17.3375,90.71666666666667,6.253333333333333,10.246875,6.85,6.489999999999999,95.27222222222223,78.73888888888888,65.21333333333334,65.53055555555555,54.34444444444445,57.641666666666666,77.36923076923077,50.53,36.89090909090908,39.1,36.52777777777778,19.235294117647058,26.61714285714286,19.744444444444444,75.7,14.959999999999999,30.200000000000003,15.9,9.799999999999999,25.083333333333332,22.650000000000002,10.541666666666666,37.675000000000004
Hawaii,2.0,34.40833333333333,30.663333333333334,26.679166666666664,8.588888888888889,84.33333333333333,4.294444444444444,59.166666666666664,5.572222222222222,18.916666666666668,81.08333333333333,22.394444444444446,85.94999999999999,8.63888888888889,12.869444444444445,11.516666666666667,10.019444444444444,93.60555555555555,73.98888888888888,64.90333333333334,57.19722222222222,46.794444444444444,48.63333333333333,79.26153846153846,69.56153846153846,32.276923076923076,31.476923076923075,33.71666666666667,19.327777777777776,23.91111111111111,23.858333333333334,71.74,18.55,28.0,20.25,9.675,34.483333333333334,25.75,10.291666666666666,41.708333333333336
Idaho,0.0,33.46,29.336,31.825000000000003,10.441666666666666,83.46666666666667,4.9896551724137925,67.32666666666667,6.175,24.006666666666668,75.99333333333334,27.125,73.325,10.7125,20.616,12.354166666666666,16.004166666666666,87.64,56.25,59.55294117647059,39.074999999999996,41.9,37.586666666666666,65.75714285714285,67.42857142857143,26.285714285714285,15.87142857142857,31.913333333333334,16.866666666666667,25.696666666666665,36.199999999999996,72.5,23.44,26.55,25.880000000000003,13.625,43.666666666666664,36.699999999999996,5.87,55.93333333333334
Idaho,1.0,49.675,42.17,26.54375,11.116666666666667,69.15833333333333,5.154166666666667,78.375,6.5375000000000005,21.0,79.0,19.375,89.14166666666667,7.2124999999999995,13.983333333333334,5.6125,8.1875,94.71666666666665,76.02499999999999,65.05625,70.52083333333333,57.74166666666667,56.895833333333336,65.75714285714285,35.471428571428575,42.84285714285714,44.15714285714286,35.13333333333333,16.675,28.09166666666667,27.575,74.375,12.575,36.1,19.75,12.15,37.4625,36.85,10.215384615384616,41.5
Idaho,2.0,39.464999999999996,36.28076923076923,31.8,10.775,75.8625,5.260000000000001,70.7625,6.189655172413793,24.89032258064516,75.10967741935484,24.207692307692305,80.75,9.523076923076923,17.55862068965517,9.179166666666665,12.572000000000001,89.98666666666666,63.693333333333335,61.857894736842105,60.121428571428574,49.013333333333335,45.85666666666667,63.98888888888889,54.357142857142854,33.06666666666667,30.2,33.35333333333333,16.758333333333333,28.61935483870968,33.45333333333333,73.15,18.880000000000003,29.825,22.520000000000003,13.075,45.7,42.85,8.2,44.1
Illinois,0.0,33.0304347826087,29.36551724137931,30.857894736842102,8.606666666666666,82.75882352941177,5.06,64.81176470588235,5.768571428571429,24.554285714285715,75.44571428571429,34.15333333333333,81.80588235294118,11.4625,17.59705882352941,15.11176470588235,17.703030303030303,91.54444444444444,61.43529411764706,67.33529411764707,38.7939393939394,45.077777777777776,39.80285714285714,78.83333333333333,82.30909090909091,25.0,21.77,35.922222222222224,16.45625,28.325714285714284,39.69714285714286,68.45,20.975,20.85,18.575000000000003,8.566666666666668,43.49166666666667,39.1,11.173333333333334,50.98333333333333
Illinois,1.0,49.834782608695654,41.978571428571435,33.03,9.228571428571428,64.475,5.408823529411765,72.4125,5.66,29.61176470588235,70.38823529411764,26.613333333333333,92.46875,7.1,13.163333333333332,5.629166666666666,10.57,96.72222222222223,72.65625,71.38666666666667,67.01212121212122,64.41666666666667,58.263636363636365,74.8,46.24444444444444,39.45,41.24545454545454,41.258823529411764,13.807142857142859,34.627272727272725,32.391176470588235,71.55,13.65,24.725,13.65,14.5,26.3,22.40833333333333,12.435714285714285,40.208333333333336
