LocationDesc,AgeGroup,Arthritis among older adults,"Disability status, including sensory or mobility limitations",Fair or poor health among older adults with arthritis,Fall with injury within last year,Oral health:  tooth retention,Physically unhealthy days (mean number of days),Prevalence of sufficient sleep,Recent activity limitations in past month,Self-rated health (fair to poor health),Self-rated health (good to excellent health),Severe joint pain among older adults with arthritis,Taking medication for high blood pressure,Frequent mental distress,Lifetime diagnosis of depression,Binge drinking within past 30 days,Current smoking,Cholesterol checked in past 5 years,Colorectal cancer screening,Diabetes screening within past 3 years,Ever had pneumococcal vaccine,High blood pressure ever,Influenza vaccine within past year,Mammogram within past 2 years,Pap test within past 3 years,Up-to-date with recommended vaccines and screenings - Men,Up-to-date with recommended vaccines and screenings - Women,Eating 2 or more fruits daily,Eating 3 or more vegetables daily,No leisure-time physical activity within past month,Obesity,Duration of caregiving among older adults,Expect to provide care for someone in the next two years,Intensity of caregiving among older adults,Provide care for a friend or family member in past month,Provide care for someone with cognitive impairment within the past month,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Subjective cognitive decline or memory loss among older adults,Talked with health care professional about subjective cognitive decline or memory loss
Illinois,2.0,39.624,34.29677419354839,37.12608695652174,9.064705882352941,77.965,5.113888888888889,67.27894736842104,5.717142857142857,26.9027027027027,74.4625,32.55882352941177,87.16666666666667,9.794117647058824,15.408571428571427,11.264705882352942,14.494117647058824,93.435,64.92222222222222,69.4235294117647,56.47714285714286,52.325,48.07692307692308,76.625,69.38333333333334,29.872727272727275,29.766666666666666,38.71578947368421,14.58888888888889,31.20263157894737,36.94166666666667,69.7,17.55,22.275,16.375,10.85,35.833333333333336,31.583333333333332,11.606666666666666,46.166666666666664
Indiana,0.0,38.208333333333336,34.99354838709677,40.99473684210526,11.953333333333335,76.61176470588236,5.865714285714286,59.93333333333333,6.84516129032258,27.355555555555554,72.64444444444445,35.50714285714286,85.81875,14.303333333333335,22.003030303030304,13.267857142857142,25.171875,91.35555555555555,62.05882352941177,68.52941176470588,41.87241379310345,48.65555555555555,38.722857142857144,71.95,73.13,22.229999999999997,16.977777777777778,31.666666666666668,16.54375,33.94571428571428,40.09714285714286,73.075,16.44,28.099999999999998,24.05,10.8,29.441666666666666,24.216666666666665,9.641666666666667,40.25
Indiana,1.0,52.795,42.9,36.30526315789474,10.192307692307692,58.126666666666665,5.513333333333334,73.55333333333333,5.7379310344827585,27.34333333333333,72.65666666666667,25.585714285714285,93.18666666666667,7.87037037037037,14.092592592592593,4.541666666666667,11.648275862068965,96.23333333333333,74.64,67.81333333333333,70.68333333333334,64.69333333333333,56.16,69.72,43.78888888888889,38.71,38.4,32.38,15.938461538461537,35.93333333333333,33.17,73.5,12.225,29.7,20.56,11.0,23.2,19.10909090909091,11.133333333333333,33.583333333333336
Indiana,2.0,43.732,39.146875,40.58181818181818,11.08,68.12,5.8315789473684205,63.77,6.518181818181818,29.615384615384617,70.38461538461539,32.870588235294115,89.04705882352941,11.5875,18.811111111111114,9.746666666666666,19.820588235294117,93.21052631578948,64.06315789473685,68.91666666666667,57.84722222222222,54.68947368421052,44.94210526315789,71.0909090909091,61.89,29.060000000000002,27.189999999999998,32.56315789473685,15.875,35.51052631578948,37.70789473684211,73.25,15.1,28.75,23.0,10.9,25.825,21.433333333333334,10.299999999999999,36.891666666666666
Iowa,0.0,33.13157894736842,25.88695652173913,29.2,9.141666666666667,83.04666666666667,4.114814814814815,70.10666666666665,5.45,21.096551724137928,78.90344827586206,25.641666666666666,81.44166666666666,10.254166666666666,17.544,17.466666666666665,18.150000000000002,91.73571428571428,64.33571428571429,66.26666666666667,45.17083333333333,42.378571428571426,48.98148148148148,78.34285714285714,77.72857142857143,34.114285714285714,27.37142857142857,32.53076923076923,14.183333333333332,28.42142857142857,40.166666666666664,68.22,21.14,36.45,27.339999999999996,9.4,39.699999999999996,33.475,10.216666666666667,46.833333333333336
Iowa,1.0,49.89375,39.54,26.04375,8.700000000000001,68.15833333333333,4.308333333333334,79.075,5.2,19.954166666666666,80.04583333333333,17.650000000000002,92.89999999999999,5.258333333333334,11.220833333333333,5.325,8.65,96.15833333333335,77.27499999999999,69.10000000000001,76.2,58.65833333333333,66.2,71.91428571428571,44.114285714285714,48.6,51.48571428571428,37.225,12.916666666666666,31.570833333333336,32.3125,78.58,14.175,42.64,19.25,12.433333333333332,26.691666666666666,23.900000000000002,12.041666666666666,41.96666666666667
Iowa,2.0,40.00416666666667,33.9448275862069,27.40625,8.933333333333334,75.6,4.5125,69.76666666666667,5.3374999999999995,24.98611111111111,75.01388888888889,21.191666666666666,87.46153846153847,8.415384615384616,14.828571428571427,11.776923076923076,15.218518518518518,91.61764705882354,69.04117647058824,67.4,65.928,52.28333333333333,54.32941176470588,74.7875,62.642857142857146,38.47777777777778,37.97777777777778,35.56428571428571,13.583333333333334,32.01764705882353,38.76470588235294,70.92,17.7,37.260000000000005,23.78,10.65,33.19166666666667,28.641666666666666,11.115384615384615,44.34166666666667
Kansas,0.0,36.669230769230765,32.3,35.864999999999995,11.52142857142857,79.82777777777778,4.96578947368421,65.52777777777777,6.220588235294118,24.13684210526316,75.86315789473684,33.54375,81.22222222222223,11.954545454545455,20.06216216216216,12.700000000000001,22.00277777777778,90.94,59.30555555555556,67.38875,43.354838709677416,47.644999999999996,41.32368421052632,70.3,77.72857142857143,27.5375,20.12222222222222,28.665,15.658823529411764,28.95263157894737,41.555263157894736,74.3,20.78,41.54,28.439999999999998,12.825,46.833333333333336,41.65833333333333,11.930769230769231,48.43333333333334
Kansas,1.0,48.623999999999995,44.906451612903226,34.83809523809524,10.075000000000001,66.94444444444444,5.126470588235295,72.21666666666667,5.583333333333333,26.61388888888889,73.6054054054054,25.633333333333333,93.06875,6.8,15.100000000000001,4.020833333333333,9.913793103448276,95.18947368421053,77.31176470588235,67.38875,72.09722222222223,63.38421052631579,58.262162162162156,71.49,43.800000000000004,42.08,43.14545454545455,32.23888888888889,14.726666666666667,34.391891891891895,32.35675675675676,66.44,18.279999999999998,32.72,23.5,8.100000000000001,34.760000000000005,36.96,11.625,33.541666666666664
Kansas,2.0,42.67777777777778,39.561764705882354,35.72692307692308,11.889473684210527,73.11,5.209756097560976,67.3,6.12972972972973,25.95609756097561,74.54186046511629,31.725,87.095,10.813157894736841,18.322499999999998,8.984375,17.743589743589745,92.2695652173913,64.95,67.38875,60.745000000000005,53.19565217391305,48.33953488372093,70.58461538461539,65.0,31.03076923076923,28.57857142857143,30.20909090909091,14.947368421052632,31.81904761904762,38.49512195121951,71.52000000000001,19.5,38.32,26.360000000000003,10.92,42.07692307692308,38.26153846153846,11.784615384615384,41.75384615384615
Kentucky,0.0,46.69,44.14,46.16842105263158,13.330769230769231,69.17333333333333,6.843333333333334,58.34666666666667,8.517857142857142,31.096666666666668,68.90333333333334,43.22,87.5,16.196296296296296,25.29642857142857,11.08,27.013793103448275,93.21333333333334,67.47333333333333,67.57931034482759,45.80344827586207,55.10666666666667,43.31333333333334,75.28888888888889,77.34444444444445,30.266666666666666,18.9,24.08,11.923076923076923,38.66,41.6,72.49166666666666,18.141666666666666,24.583333333333332,24.516666666666666,19.875,51.56923076923077,42.74615384615385,14.966666666666667,44.43846153846154
Kentucky,1.0,55.515,52.023999999999994,41.03157894736842,11.75,52.513333333333335,6.7266666666666675,67.77333333333334,7.041379310344827,34.419999999999995,65.58,34.233333333333334,94.44,9.44,17.103703703703705,4.09047619047619,12.520833333333334,96.38000000000001,80.10714285714286,68.31666666666666,71.22,70.92,61.85,72.32,54.8375,46.333333333333336,47.38,24.833333333333332,9.008333333333333,42.406666666666666,31.803333333333335,68.13333333333334,12.033333333333333,31.275000000000002,20.233333333333334,19.083333333333332,39.10833333333333,35.99166666666667,14.120000000000001,41.449999999999996
Kentucky,2.0,50.53,47.523999999999994,43.94,12.385714285714286,61.6125,6.736666666666666,62.04705882352941,7.763333333333334,33.13548387096775,66.66875,38.873333333333335,91.02,14.093103448275862,21.6,7.838461538461539,20.89,94.51333333333334,73.275,67.94,60.980000000000004,61.973333333333336,51.935483870967744,74.42,67.92222222222222,39.43,35.4,24.38,10.63846153846154,40.42580645161291,37.28,70.68333333333334,15.216666666666667,27.46666666666667,22.516666666666666,19.608333333333334,48.279999999999994,43.58,14.54,43.559999999999995
Louisiana,0.0,39.175,39.768,45.545,11.613333333333333,72.28,6.069999999999999,62.193333333333335,7.663333333333333,29.346666666666668,70.65333333333334,46.32,87.54666666666667,16.146666666666665,24.029999999999998,14.686666666666667,24.25,92.14666666666668,63.89333333333333,66.9,41.28333333333333,55.16,37.46333333333334,79.36,79.42,23.119999999999997,14.0,25.4,12.76,35.79,41.49666666666667,67.14500000000001,18.91,23.485,27.669999999999998,20.370588235294118,35.15625,31.457142857142856,8.7625,57.3875
Louisiana,1.0,54.85,49.276,42.88,11.226666666666667,56.76,6.3,70.80666666666666,7.196666666666667,33.8,66.2,37.94666666666667,93.80666666666666,9.766666666666667,16.983333333333334,6.207999999999999,12.020000000000001,96.84666666666666,77.3,67.84,69.82333333333332,70.86,55.31333333333334,76.13,55.11,33.9,41.61,29.92,11.573333333333332,37.89,34.67666666666666,67.14736842105263,13.778947368421052,28.115789473684213,23.195,19.83529411764706,19.873333333333335,17.173333333333336,9.875,47.0375
Louisiana,2.0,45.78181818181818,43.653571428571425,44.06,11.493333333333334,69.27777777777777,6.036363636363636,65.27777777777777,7.47,30.58823529411765,69.41176470588235,41.96666666666667,90.64666666666668,13.360000000000001,21.428125,10.933333333333334,18.936666666666667,94.13333333333334,68.14375,67.5,59.26,62.125,45.25483870967742,77.39999999999999,70.35,27.79,27.52,27.233333333333334,12.246666666666666,36.4375,38.2125,67.185,16.585,25.22,25.735000000000003,20.11176470588235,27.5125,22.875,9.3,52.1
Maine,0.0,39.025,27.310000000000002,31.10625,11.091666666666667,77.44166666666666,4.945833333333334,66.46666666666667,6.566666666666666,19.104166666666668,80.89583333333333,27.458333333333332,79.89166666666667,12.441666666666668,24.370833333333334,13.170833333333334,18.870833333333334,93.325,74.10000000000001,65.6125,44.07916666666667,41.63333333333333,45.525,79.74285714285715,81.04285714285713,33.98571428571429,24.985714285714288,35.791666666666664,20.191666666666666,25.429166666666664,34.34166666666667,73.6,23.225,27.85,28.32,11.75,38.12,31.326666666666664,8.855,57.60666666666667
Maine,1.0,51.252941176470586,39.7952380952381,25.95,10.233333333333333,62.26666666666667,4.691666666666666,74.64999999999999,5.579166666666667,21.072,78.928,18.016666666666666,90.35000000000001,6.716666666666666,15.479166666666666,4.970833333333333,8.120833333333334,96.41538461538462,81.96666666666667,69.66875,76.14,59.08461538461539,63.044,75.17142857142858,41.24285714285714,48.528571428571425,47.771428571428565,39.99166666666667,18.558333333333334,31.636,28.616,75.775,11.55,28.4,20.475,10.966666666666667,24.446153846153848,23.915384615384614,11.16842105263158,40.306666666666665
Maine,2.0,46.614999999999995,35.50769230769231,29.694117647058825,10.700000000000001,67.45,5.453333333333333,67.02499999999999,6.141666666666667,23.34,76.89354838709677,22.608333333333334,84.73076923076923,10.38,22.773333333333333,9.395833333333334,16.174074074074074,94.56666666666666,77.29375,67.575,64.55555555555556,50.64,51.60322580645161,77.52857142857144,63.628571428571426,40.57142857142857,36.58571428571429,37.9,19.441666666666666,29.23,31.910344827586208,74.45,17.75,28.1,24.54,10.899999999999999,32.152631578947364,28.652631578947368,9.855,49.247368421052634
Maryland,0.0,29.403846153846153,25.400000000000002,28.110000000000003,9.12,86.16666666666667,4.02,60.72380952380953,5.3999999999999995,18.424324324324324,82.16190476190476,30.953333333333333,86.18,10.74375,16.41142857142857,11.048387096774194,15.643333333333334,95.31428571428572,65.86190476190475,68.4952380952381,44.27333333333333,41.6,47.68333333333334,76.3142857142857,82.23076923076923,32.17333333333333,22.807692307692307,36.19047619047619,18.835,26.05,37.40857142857143,72.15576923076922,17.907272727272726,32.99230769230769,21.94464285714286,14.192307692307692,30.85,27.125,11.4,55.525
Maryland,1.0,48.08846153846154,34.978125,27.355,8.733333333333333,69.05238095238094,4.567741935483871,73.71428571428571,5.4,22.733333333333334,78.7025,23.813333333333333,93.55333333333333,7.462068965517242,11.886666666666667,4.337931034482758,8.086666666666666,97.34210526315789,79.80000000000001,71.30625,72.76944444444445,62.01052631578948,63.39729729729729,75.67,54.57000000000001,45.48333333333333,47.43333333333334,38.20625,14.706666666666667,31.254285714285718,30.83030303030303,70.29245283018868,13.648148148148149,31.27592592592593,19.287272727272725,12.76,27.7,22.825,8.625,48.0
Maryland,2.0,37.089285714285715,30.26842105263158,27.81904761904762,9.011764705882353,77.73913043478261,4.357777777777778,64.66956521739131,5.359459459459459,20.87727272727273,79.42666666666666,29.45625,88.7,9.473529411764705,15.665789473684208,8.22258064516129,13.980555555555556,96.01363636363637,70.51739130434783,69.11428571428571,60.746511627906976,48.695454545454545,52.93555555555555,76.07333333333332,72.28,35.675,33.30714285714286,37.16190476190476,17.815,27.922727272727272,34.239999999999995,70.62222222222222,15.567857142857141,31.644444444444442,20.96607142857143,13.931372549019608,28.475,25.475,10.34,52.5
Massachusetts,0.0,32.225,29.05666666666667,28.900000000000002,10.092857142857143,80.85555555555555,4.763636363636364,62.166666666666664,5.774193548387097,20.81764705882353,79.36944444444445,30.22307692307692,82.55,12.62258064516129,20.18235294117647,14.758333333333333,16.352941176470587,93.92777777777778,71.67222222222222,67.38875,43.310344827586206,39.916666666666664,48.105555555555554,85.59166666666665,84.66666666666667,34.99090909090909,29.08181818181818,34.24444444444444,18.842857142857145,28.44722222222222,30.83611111111111,65.325,23.759999999999998,18.025000000000002,26.0,10.4,41.84615384615385,34.36923076923077,12.092592592592593,47.83076923076923
Massachusetts,1.0,50.85833333333333,46.37,27.744444444444444,9.8,60.90555555555555,5.151515151515151,68.71666666666667,5.823076923076924,26.852941176470587,73.42222222222222,24.116666666666664,93.62941176470588,7.420833333333333,16.21034482758621,5.773913043478261,8.379166666666666,95.49444444444444,82.76875,67.38875,70.25277777777778,60.727777777777774,61.90277777777778,73.21111111111111,46.971428571428575,44.3875,45.5,40.56470588235294,17.86923076923077,34.917142857142856,27.641176470588235,64.275,12.85,21.925,19.325,8.525,26.6125,28.315384615384616,11.4125,42.483333333333334
Massachusetts,2.0,39.436,36.30333333333333,33.61304347826087,10.413333333333332,74.325,4.930555555555555,65.4857142857143,5.8500000000000005,23.044444444444444,78.35121951219513,33.04117647058824,88.75,10.975757575757575,18.28611111111111,10.723076923076924,13.308333333333334,94.67,74.95,67.38875,61.71111111111111,47.655,53.7075,80.30000000000001,72.31538461538462,38.391666666666666,33.43846153846154,36.37777777777777,17.25294117647059,31.08108108108108,29.583333333333332,64.975,19.383333333333336,19.4,22.271428571428572,9.725,33.94583333333333,32.0875,11.906666666666666,44.80416666666667
Michigan,0.0,43.06666666666666,35.01481481481481,36.93,13.90625,77.54705882352941,6.03939393939394,58.252941176470586,7.213333333333334,25.227272727272727,74.77272727272727,38.79333333333333,82.75333333333333,15.145454545454546,23.296969696969697,15.173333333333334,22.92258064516129,93.99375,68.91764705882352,66.47999999999999,40.39333333333333,48.637499999999996,38.95,77.89,81.15,27.080000000000002,19.66,32.84666666666667,13.006666666666668,29.41875,39.4375,72.1,19.34,40.0,24.36,11.475,50.323076923076925,38.65660377358491,10.725925925925926,45.028301886792455
Michigan,1.0,55.99047619047619,43.75384615384615,32.0,10.866666666666667,63.81333333333334,5.467741935483871,71.91333333333334,6.42,25.45483870967742,74.54516129032258,26.673333333333336,92.48,8.35,16.24838709677419,6.37037037037037,10.96,96.43333333333334,79.33333333333333,68.05,70.63000000000001,64.10625,58.013333333333335,73.63,50.33,40.58,41.760000000000005,37.86875,12.114285714285714,30.75,33.63225806451613,76.86,14.34,44.12,16.52,13.075,31.023076923076925,28.48076923076923,11.845454545454546,38.355555555555554
Michigan,2.0,48.352,39.73939393939394,35.2,13.294117647058824,72.49,5.931578947368421,62.98,7.14375,26.26842105263158,74.11282051282052,34.275,87.33125,12.618181818181819,21.01891891891892,11.28,18.94857142857143,95.13157894736842,72.625,67.04545454545455,59.457142857142856,55.06315789473685,46.863157894736844,76.34166666666667,68.94,32.32727272727272,30.172727272727272,35.666666666666664,12.94375,30.756410256410255,38.99743589743589,73.47999999999999,17.14,41.32,21.06,11.76,44.1925925925926,36.00178571428571,11.24181818181818,41.978181818181824
Midwest,0.0,35.0625,32.7375,38.153125,11.42608695652174,79.16666666666667,5.568085106382979,61.85,6.847916666666666,25.882978723404257,74.48541666666667,36.5875,82.49583333333334,13.615217391304347,20.559574468085106,13.673913043478262,22.226086956521737,91.49166666666667,61.300000000000004,64.99583333333334,40.42916666666667,45.0375,41.797916666666666,75.63157894736842,78.8736842105263,23.03684210526316,19.058823529411764,34.175000000000004,15.445833333333333,29.41875,37.364583333333336,76.9,18.425,30.4,21.94,10.799999999999999,39.59166666666667,28.983333333333334,8.338461538461539,45.050000000000004
Midwest,1.0,49.94375,43.805,37.34666666666667,9.768181818181818,63.59583333333333,5.67608695652174,69.45416666666667,6.1312500000000005,28.74042553191489,71.62708333333333,28.95909090909091,93.0625,8.13111111111111,14.213043478260868,5.780487804878049,11.664444444444444,95.8875,73.86666666666666,66.66250000000001,69.03333333333333,62.2125,59.10208333333333,70.44210526315788,48.66315789473684,39.07222222222222,39.78947368421053,37.55833333333333,13.217391304347826,34.272340425531915,31.62608695652174,78.975,9.9,42.425,14.819999999999999,11.933333333333332,17.958333333333332,16.01666666666667,10.658333333333333,38.50833333333333
Midwest,2.0,40.840625,37.160000000000004,38.26129032258064,10.830434782608695,73.21249999999999,5.5062500000000005,64.96666666666667,6.5687500000000005,26.660416666666666,73.33958333333334,33.96363636363637,87.32083333333333,11.393617021276595,17.974468085106384,10.458695652173914,18.006521739130434,93.12916666666666,65.55,65.68333333333334,57.62916666666666,51.63333333333333,48.48541666666667,73.7,68.68947368421053,28.842105263157894,27.463157894736838,35.59583333333333,14.608333333333334,31.25208333333333,34.85,76.12,13.7,34.36,18.78,10.35,28.28333333333333,22.09166666666667,10.35625,41.675000000000004
Minnesota,0.0,30.50357142857143,30.008823529411764,27.16875,10.2375,83.68333333333334,4.723809523809524,65.13478260869564,5.722222222222222,22.633333333333333,78.03777777777778,23.849999999999998,82.5,11.741666666666667,20.346341463414635,16.62,21.83076923076923,90.63,64.16363636363636,60.07692307692308,39.279310344827586,38.17142857142857,46.32325581395349,77.97272727272728,79.41,30.015384615384615,25.88181818181818,32.699999999999996,15.15,27.551162790697674,37.685,62.46,17.1,24.8,22.14,3.7,57.185,51.1,13.580000000000002,47.14
Minnesota,1.0,46.294444444444444,40.74166666666667,25.025,8.674999999999999,73.1,4.3730769230769235,78.42857142857143,5.179166666666666,20.560714285714287,79.43928571428572,17.849999999999998,92.41666666666667,5.158333333333333,13.233333333333334,5.941666666666666,8.812000000000001,96.04166666666667,81.2,66.175,72.99230769230769,56.17142857142857,63.08076923076923,74.28571428571429,40.614285714285714,47.75714285714286,49.699999999999996,40.68333333333333,13.5,27.64074074074074,30.334615384615386,67.925,10.25,39.875,16.44,9.966666666666667,44.800000000000004,42.31578947368421,12.260000000000002,43.47894736842105
Minnesota,2.0,35.99310344827586,34.45789473684211,32.5,10.34736842105263,78.46249999999999,4.741860465116279,68.54583333333333,5.8625,23.714285714285715,77.49583333333334,26.5875,86.83,9.74102564102564,18.08809523809524,11.878125,18.035714285714285,92.89999999999999,67.52083333333333,63.478571428571435,58.03809523809524,44.31666666666666,51.94782608695652,75.87333333333332,66.72727272727273,32.86,31.0875,34.377272727272725,14.32,29.164444444444445,36.49285714285715,64.14,15.180000000000001,31.380000000000003,19.94,6.45,51.754999999999995,47.33,13.0,45.464999999999996
Mississippi,0.0,41.85,44.044,49.105000000000004,13.34,64.62,6.45,63.080000000000005,8.27,32.72666666666667,67.27333333333334,50.81333333333334,88.84666666666666,16.366666666666667,23.263333333333332,10.136666666666667,25.383333333333333,91.04666666666667,57.9,63.32,35.97,58.54,39.626666666666665,70.39,73.38,26.419999999999998,12.67,21.78666666666667,13.26,40.17333333333333,44.09666666666667,71.175,25.78,13.65,29.5,11.525,41.31666666666666,38.233333333333334,10.783333333333333,55.5
Mississippi,1.0,54.95,55.068000000000005,46.175,10.473333333333333,47.82,6.336666666666667,72.47333333333333,6.7266666666666675,37.10333333333333,62.89666666666667,37.35333333333333,94.93333333333334,8.963333333333333,14.97,3.2409090909090907,11.366666666666667,96.01333333333334,75.24666666666667,66.668,65.54333333333334,71.67333333333333,60.330000000000005,67.92,51.019999999999996,42.019999999999996,42.37,26.266666666666666,10.766666666666667,40.836666666666666,34.29,76.025,13.825000000000001,18.725,23.675,7.325,29.866666666666664,34.19166666666667,10.94,37.483333333333334
Mississippi,2.0,47.655,49.088,47.565,12.073333333333332,57.16,6.3966666666666665,67.34666666666666,7.64,34.65,65.35,43.973333333333336,91.82,13.053333333333335,19.509999999999998,6.963333333333334,19.07,93.28666666666666,65.04,64.77600000000001,54.5,64.34,49.05,69.3,64.89,33.480000000000004,27.85,23.726666666666667,12.120000000000001,40.513333333333335,39.623333333333335,73.075,21.84,15.575,25.45,9.85,35.93333333333333,36.30833333333333,10.493333333333334,46.791666666666664
Missouri,0.0,39.589999999999996,36.5,39.315,11.207142857142857,75.90666666666667,5.73,64.5,7.766666666666667,25.583333333333332,74.41666666666667,38.28,84.44,14.406666666666666,22.583333333333332,14.110000000000001,23.42,91.02666666666667,63.32,65.98666666666666,42.92333333333333,44.41333333333333,43.583333333333336,75.9,77.84,27.5,20.5125,27.333333333333332,13.238461538461538,31.986666666666668,40.04333333333333,75.15,15.580000000000002,28.125,19.56,12.446153846153846,41.85,32.8,9.725,58.725
Missouri,1.0,53.7,47.824,35.769999999999996,10.553846153846154,56.55333333333333,5.5633333333333335,74.60666666666665,6.59,27.89,72.11,26.573333333333334,94.2,7.455555555555556,15.744827586206897,4.895652173913043,11.256666666666666,96.32666666666667,78.42,69.43333333333334,73.06666666666666,63.413333333333334,64.11,71.72999999999999,48.18,45.78,46.839999999999996,30.473333333333336,11.107692307692307,35.32,31.58,71.275,10.45,38.725,17.0,10.799999999999999,29.95,26.875,13.38,35.05
Missouri,2.0,45.904761904761905,41.275862068965516,37.495,10.853333333333333,68.8157894736842,5.6625,68.07894736842105,7.326666666666667,26.80606060606061,73.35882352941177,32.406666666666666,89.64,11.426666666666668,19.470967741935485,9.85,18.136666666666667,93.32666666666667,67.64117647058822,67.59333333333333,62.50333333333333,52.693333333333335,51.82121212121212,74.12,65.9,34.88,32.5,28.78666666666667,11.626666666666667,33.68484848484848,36.184375,73.65,14.3,32.25,20.133333333333333,7.566666666666666,36.025,29.925,11.02,47.25
Montana,0.0,37.71,33.796,37.06315789473685,13.385714285714286,76.94666666666667,5.63,67.44,7.22,23.48,76.52,33.653333333333336,77.36666666666666,12.551724137931034,23.953333333333333,15.292307692307693,22.833333333333332,88.4,55.88666666666666,61.989999999999995,47.61,39.36,43.40333333333333,70.14,75.27000000000001,24.85,17.4625,27.571428571428573,15.23076923076923,26.763333333333332,33.53,69.7,17.404166666666665,30.30454545454546,22.88214285714286,12.446153846153846,41.5,27.75,8.483333333333333,52.71666666666667
Montana,1.0,50.305,50.532,29.22631578947368,10.899999999999999,61.026666666666664,5.448275862068965,76.52666666666667,7.0793103448275865,23.683333333333334,76.31666666666666,22.90666666666667,89.34666666666666,8.644444444444444,16.63448275862069,6.4624999999999995,12.866666666666667,93.56,72.51333333333334,64.55,72.31666666666666,55.093333333333334,60.20666666666667,68.28999999999999,44.275,45.077777777777776,45.87,29.720000000000002,13.208333333333334,30.98,26.293333333333333,71.15238095238095,10.189473684210526,30.031578947368423,20.630434782608695,15.292307692307693,25.983333333333334,23.833333333333332,11.683333333333332,32.88333333333333
Montana,2.0,43.80869565217392,41.11333333333334,33.495,12.386666666666667,70.48888888888888,5.724242424242425,71.22777777777777,7.180000000000001,24.546875,75.9,28.66,83.86666666666666,10.920689655172414,21.345161290322583,11.162068965517241,18.883870967741935,90.34705882352942,62.559999999999995,63.39,64.17333333333333,47.44705882352941,50.36571428571428,69.53999999999999,63.19,33.089999999999996,29.8,28.475,14.315384615384614,29.275757575757577,31.263636363636365,69.38,14.262962962962964,29.7,21.13448275862069,12.916666666666666,32.96666666666666,25.608333333333334,9.991666666666665,41.65
Nebraska,0.0,33.465384615384615,32.015151515151516,30.099999999999998,10.507692307692308,81.29499999999999,5.075,66.235,5.651724137931034,25.646153846153847,74.155,23.941666666666666,83.44999999999999,10.566666666666666,20.413888888888888,15.803703703703704,21.255000000000003,88.71000000000001,59.58,65.47272727272728,41.69666666666667,45.345,49.57631578947369,69.99,76.6,30.622222222222224,22.58888888888889,35.57368421052632,16.02857142857143,31.864102564102566,41.36666666666667,69.12,21.633333333333336,33.739999999999995,24.53333333333333,10.325,39.08,30.1,12.892857142857142,54.739999999999995
Nebraska,1.0,48.168,43.672413793103445,26.1125,9.158333333333333,71.1125,4.687096774193549,76.75,5.341666666666666,25.81714285714286,74.18285714285715,17.099999999999998,93.70833333333333,5.8625,13.1,5.533333333333334,8.484,95.29473684210525,71.7375,64.84444444444445,71.74242424242425,62.74210526315789,62.78484848484849,66.82857142857144,41.128571428571426,46.35,46.0,37.20625,14.333333333333334,33.93333333333333,34.11764705882353,71.36,16.366666666666667,36.68,19.983333333333334,12.875,22.9,24.5,14.50625,42.40833333333333
Nebraska,2.0,40.214285714285715,38.145714285714284,37.28846153846154,11.442857142857141,75.20952380952382,5.059523809523809,70.74285714285713,6.351282051282051,27.009756097560977,73.35238095238095,29.505000000000003,88.76,9.103225806451613,17.005128205128205,11.392857142857142,17.54390243902439,91.14285714285714,63.30476190476191,65.36153846153846,62.17380952380953,52.838095238095235,54.44047619047619,68.96666666666667,63.07000000000001,33.175000000000004,31.84166666666667,36.025,14.255555555555556,33.40243902439025,39.12142857142857,70.93333333333334,19.133333333333333,35.06,22.5,11.16,30.87857142857143,24.625,13.51875,43.228571428571435
Nevada,0.0,28.104761904761908,36.696296296296296,36.64375,10.30909090909091,79.7625,5.661290322580645,61.6875,6.844444444444445,26.83125,73.16875,35.141666666666666,74.64615384615385,13.511538461538462,19.084615384615383,12.88,19.11785714285714,88.0375,54.91875,64.87,38.30833333333333,41.96875,33.15,71.85555555555555,73.6375,23.485714285714288,17.157142857142855,25.8875,14.976923076923075,29.11875,34.0125,71.35517241379311,20.266666666666666,28.089285714285715,23.941463414634146,22.5,36.38333333333333,29.130000000000003,6.766666666666667,48.410000000000004
Nevada,1.0,45.78888888888889,48.12916666666666,30.38125,10.6,65.37857142857142,5.982142857142857,70.96428571428571,6.320833333333333,27.807142857142857,72.19285714285715,24.858333333333334,92.925,8.443478260869565,14.354166666666666,6.0,12.15,94.18571428571428,72.43571428571428,72.9388888888889,66.525,58.07142857142857,57.82857142857143,66.05714285714285,37.31428571428571,45.8875,41.35,30.338461538461537,11.475,31.72142857142857,27.064285714285713,73.22142857142856,11.861290322580645,32.246428571428574,17.98181818181818,21.2,29.245454545454546,26.61818181818182,9.058333333333334,46.85
Nevada,2.0,35.524,42.725,34.300000000000004,10.114285714285714,71.33157894736841,5.702777777777778,63.23684210526316,6.593548387096774,27.467567567567567,72.58947368421053,29.44615384615384,84.65,11.28,16.809090909090912,9.569230769230769,16.3375,91.15789473684211,62.61052631578947,67.64782608695651,56.025,51.10526315789474,42.48108108108108,70.7090909090909,60.35555555555556,31.466666666666665,27.933333333333334,28.044444444444444,13.407142857142857,30.568421052631578,31.741666666666667,71.82424242424241,16.710526315789473,30.53939393939394,20.85813953488372,20.675,32.44166666666667,26.816666666666666,7.791666666666667,47.26666666666667
